,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-L,Avg-Rating
701,0440224594,The Return Journey,MAEVE BINCHY,1999,Dell,http://images.amazon.com/images/P/0440224594.01.LZZZZZZZ.jpg,7.1
702,0553569155,Seinlanguage,Jerry Seinfeld,1995,Bantam Books,http://images.amazon.com/images/P/0553569155.01.LZZZZZZZ.jpg,7.2
703,034536676X,The World According to Garp,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/034536676X.01.LZZZZZZZ.jpg,8.2
704,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket,http://images.amazon.com/images/P/0743437802.01.LZZZZZZZ.jpg,8.4
705,0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg,8.0
706,0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA,http://images.amazon.com/images/P/0679735771.01.LZZZZZZZ.jpg,7.0
707,067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/067100042X.01.LZZZZZZZ.jpg,7.8
708,0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg,7.8
709,0425158632,Executive Orders (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158632.01.LZZZZZZZ.jpg,7.8
710,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg,8.0
711,0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374199698.01.LZZZZZZZ.jpg,8.2
712,0446602620,Blood Work,Michael Connelly,1998,Warner Books,http://images.amazon.com/images/P/0446602620.01.LZZZZZZZ.jpg,8.0
713,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189864.01.LZZZZZZZ.jpg,7.9
714,0425109720,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425109720.01.LZZZZZZZ.jpg,8.1
715,0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515124214.01.LZZZZZZZ.jpg,7.4
716,0345397819,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,Ballantine Books,http://images.amazon.com/images/P/0345397819.01.LZZZZZZZ.jpg,7.8
717,0312971125,Crazy for You,Jennifer Crusie,2000,St. Martin's Press,http://images.amazon.com/images/P/0312971125.01.LZZZZZZZ.jpg,7.4
718,051511992X,That Camden Summer,Lavyrle Spencer,1997,Jove Books,http://images.amazon.com/images/P/051511992X.01.LZZZZZZZ.jpg,7.8
719,0446603589,Absolute Power,David Baldacci,1996,Warner Books,http://images.amazon.com/images/P/0446603589.01.LZZZZZZZ.jpg,7.7
720,0451197747,The Deep End of the Ocean,Jacquelyn Mitchard,1999,Signet Book,http://images.amazon.com/images/P/0451197747.01.LZZZZZZZ.jpg,7.3
721,0451207521,Jackdaws,Ken Follett,2002,Signet Book,http://images.amazon.com/images/P/0451207521.01.LZZZZZZZ.jpg,7.5
722,0425178765,Easy Prey,John Sandford,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178765.01.LZZZZZZZ.jpg,7.3
723,0449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books,http://images.amazon.com/images/P/0449223604.01.LZZZZZZZ.jpg,7.8
724,0345444884,The Talisman,STEPHEN KING,2001,Ballantine Books,http://images.amazon.com/images/P/0345444884.01.LZZZZZZZ.jpg,8.2
725,0060008032,Angels,Marian Keyes,2003,HarperTorch,http://images.amazon.com/images/P/0060008032.01.LZZZZZZZ.jpg,7.3
726,0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515135739.01.LZZZZZZZ.jpg,7.8
